y,x1,x2,x3,x4
2.0,-0.9891213503478509,2.0,0.0,-17.974356733147058
1.0,-0.3677866514678832,2.0,0.0,-7.1998835470776745
2.0,1.2879252612892487,2.0,0.0,9.022587466235516
2.0,0.1939744191326132,2.0,1.0,11.049513848494625
3.0,0.9202308996398569,2.0,0.0,9.18704234587448
2.0,0.5771037912572513,3.0,0.0,12.469014522585056
2.0,-0.6364636463709805,1.0,0.0,-2.3100783062225023
2.0,0.5419522204102933,3.0,1.0,-4.2931495743444925
1.0,-0.3165954511658161,2.0,0.0,19.131941083053437
2.0,-0.32238911615896015,3.0,1.0,-7.67729408446127
3.0,0.09716731867045719,1.0,0.0,-0.7798835841589828
1.0,-1.5259304065189514,2.0,0.0,-0.8654888294252082
3.0,1.1921661041016585,2.0,1.0,-3.813378979001686
2.0,-0.6710896751741096,3.0,0.0,-2.1853592970581657
1.0,1.0002694196594604,2.0,1.0,-2.115427824387676
3.0,0.1363211238531175,2.0,1.0,2.9375441770343143
3.0,1.5320330796287964,2.0,1.0,-1.5501692582549922
1.0,-0.6599694137918207,1.0,1.0,10.937231188196252
3.0,-0.31179485646991756,3.0,1.0,-2.6830204057962392
3.0,0.337769126558826,3.0,0.0,-1.445977233121424
1.0,-2.2074710981998042,3.0,1.0,2.5729877724863885
3.0,0.8279214415587369,3.0,0.0,-15.268074588544938
2.0,1.541630394690618,3.0,0.0,-6.789121211937051
3.0,1.126806793265028,2.0,0.0,7.0437054839352164
2.0,0.7547696443122508,2.0,1.0,3.590270499185948
3.0,-0.14597789311522394,2.0,0.0,0.9077242955093318
3.0,1.2819022270597127,2.0,0.0,4.194387941622846
3.0,1.0740306219719435,2.0,0.0,-11.166580900395505
2.0,0.39262084457727114,3.0,0.0,2.0893939653704057
2.0,0.005114312828982818,3.0,0.0,-6.231699382296123
2.0,-0.3617668721609232,2.0,0.0,4.101381580918554
1.0,-1.230232195490445,2.0,0.0,16.502349044470748
3.0,1.2262292928211507,2.0,1.0,-12.408045117082677
2.0,-2.1720438866851817,3.0,1.0,15.821790791390491
1.0,-0.37014734585231535,2.0,1.0,-6.133799477514673
3.0,0.16438006967466792,2.0,1.0,5.277965540795665
3.0,0.8598811846127368,3.0,0.0,-9.652352636973905
2.0,1.761661236511811,2.0,1.0,-3.1814824221939157
1.0,0.993323775951811,1.0,0.0,-11.392779817126007
1.0,-0.29152142609843873,2.0,0.0,12.684536988447475
3.0,0.7281275578891427,3.0,1.0,20.61816474665797
3.0,-1.2616003169196963,3.0,1.0,-5.467976611163116
1.0,1.4299385266887068,1.0,1.0,-3.294167762064874
2.0,-0.15647532482940535,3.0,1.0,12.231181246185516
1.0,-0.6737591499870575,2.0,0.0,-7.883646611577743
2.0,-0.6390601004322052,1.0,1.0,-12.874010218625791
1.0,-0.061361327620372906,2.0,1.0,7.10626522984719
1.0,-0.39278492256994324,1.0,0.0,0.23311257401641983
3.0,2.2899099473145785,2.0,1.0,13.122989167689507
2.0,-0.718181147880596,2.0,1.0,0.10928022090346697
3.0,0.03260774315697052,3.0,0.0,-17.244061829779586
3.0,0.028049895585638977,3.0,1.0,19.691215629239835
3.0,0.028272122739737816,3.0,0.0,-3.537376958954029
2.0,0.05534586195270899,1.0,0.0,6.402692584361731
3.0,-0.48156285818994926,2.0,1.0,0.6147090331428104
1.0,-0.5834075004641189,2.0,1.0,-12.653303628404197
3.0,-0.8621605020712843,3.0,1.0,-18.06084492199802
